English Title,Year,Country,Rating,Number of Raters,Actors,Synopsis,Number of Episode,URL
Miss Crow with Mr. Lizard,2021,China,9.3,64387,"['Xing Fei', 'Ren Jia Lun', 'Wayne Liu', 'Chloe Zhao', 'Ge Shi Min']","Gu Chuan (Allen Ren) is a passion-filled, vibrant young man with his whole life ahead of him – until his life is turned upside down by a sudden traffic accident.

He suffers life-threatening injuries to his heart and surgeons are able to save him by giving him an emergency heart transplant.

But when he recovers, he discovers that he is no longer allowed to perform most forms of exercise. Worse still, the doctors warn him that experiencing strong emotions could also end his life prematurely. He tries to return to normal life, but the changes he must make to his lifestyle take all the fizz out of his existence.

He carefully avoids anything that could raise his heart rate – even if doing so turns him into a shadow of his former self.

Things take another turn, however, when a woman named Jiang Xiao Yu (Fei Xing) comes to work at the company he and his friend set up. Jiang Xiao Yu’s own back story is also tinged with sadness: She was orphaned at an early age. Regardless, she is a veritable font of positivity.

Little by little, that positivity starts to rub off on Gu Chuan – but could this bond ever turn romantic, in spite of his condition?

“Miss Crow with Mr. Lizard” is a 2021 Chinese drama series that was directed by Qiang Wu.",36,https://www.viki.com/tv/37644c
Night Has Come,2023,Korea,9.1,9169,"['Lee Jae In', 'Kim Woo Seok', 'Choi Ye Bin', 'Cha Woo Min', 'Ahn Ji Ho', 'Jeong So Ri']","For years, children and teens have enjoyed playing the game of “mafia,” whereby one mystery member of the group “kills” others – as the rest of the group tries to identify the “mafia” killer. But when second-year high school classmates Yoon Seo (Lee Jae In), Joon Hee (Kim Woo Seok), Jung Won (Choi Ye Bin), Kyung Joon (Cha Woo Min), Da Bum (Ahn Ji Ho), and So Mi (Jeong So Ri) head off to a class retreat, they are forced to play this bloody game...for real!

Unexplained text messages arrive on their phones, informing them that one of their classmates is the “mafia” killer. All of a sudden, they are thrust into a high-stakes game where the losers die a gruesome death. The classmates must pool their wits if they are to survive, and channel all of their abilities. But can they identify the “mafia” killer...before it’s too late?

“Night Has Come” is a 2023 South Korean drama series that was directed by Lim Dae Woong.",12,https://www.viki.com/tv/40227c
My Dear.. Donovan,2022,Thailand,9.0,27593,"['Namtan Tipnaree Weerawatnodom', 'Luke Ishikawa Plowden', 'Pod Suphakorn Sriphothong', 'Aerin Yuktadatta', 'Tong Pakkaramai Potranan', 'Took Chanokwanun Rakcheep']","As one of the world’s top trending models, Donovan McDaniel (Luke Ishikawa Plowden) is literally everywhere these days. Considered to be one of the world’s most handsome men, Donovan is at the top of his game, and with the number of jobs he’s been offered lately, there are no signs of that changing anytime soon. 

Wanting for nothing, there is only one thing in Donovan’s life that he feels is missing: a woman he lost touch with ages ago. Never able to truly let this woman go, Donovan would give just about anything to find her again. Though he has spent countless hours searching for her, he has yet to find her. While Donovan searches for his lost woman in one corner of the world, in an entirely different corner, Pam (Namtan Tipnaree Weerawatnodom) searches for a way to pay for her ailing grandfather’s medical bills. Unable to cover the expensive bills with her kindergarten teacher’s salary, Pam decides to take a job working for Palee Modeling to bring in a little extra money. Little does she know that in doing so, her life is about to change forever.

Assigned to work as Donovan’s manager and personal interpreter, Pam soon finds herself caught up in Donovan’s glittering professional and personal life. Working side-by-side, Pam learns a lot about Donovan but when she uncovers his deepest secret, things take a dramatic turn. Will this secret be the downfall of their relationship or in the end, will it only serve to make their bonds stronger?

A delightful romantic romp, “My Dear.. Donovan” is a 2022 Thai romantic comedy drama directed by Golf Sakon Wongsinwiset.",16,https://www.viki.com/tv/39521c
What’s Wrong With Secretary Kim,2018,Korea,9.7,549146,"['Park Seo Joon', 'Park Min Young', 'Lee Tae Hwan', 'Kang Ki Young', 'Chansung', 'Pyo Ye Jin', 'Kim Hye Ok', 'Kim Byung Ok', 'Hwang Bo Ra', 'Lee Yoo Joon', 'Lee Jung Min', 'Kim Jung Woon', 'Kang Hong Seok', 'Hong Ji Yoon', 'Kim Ye Won', 'Lee Min KiCameoJung So MinCameoPark Byung EunCameoLee Soo KyungCameoJung Yu Mi (1983)CameoGo Se WonCameoShow less']","Lee Young Joon (Park Seo Joon) might be the vice-president of his family’s massively successful company, but that doesn’t mean he has what it takes to do a good job. Accompanied by his incredibly talented secretary, Kim Mi So (Park Min Young) for nine years, she has made him look like the shining star that Young Joon believes he is.
 
But after Mi So suddenly decides to quit, her arrogant boss comes to realize that he can’t live without her. Having unknowingly shared a traumatic childhood experience, the pair come to understand that maybe they do belong together after all.
 
With jealousy forming over Young Joon’s older brother, Lee Sung Yeon (Lee Tae Hwan), and his growing relationship with Kim Mi So, the boastful executive decides he has to win back his secretary no matter what.",16,https://www.viki.com/tv/35835c
A Dream of Splendor,2022,China,9.4,10955,"['Liu Yi Fei', 'Chen Xiao', 'Liu Yan', 'Lin Yun', 'Xu Hai Qiao', 'Dai Xu']","In the early 11th Century, the future of the Empire is in doubt after a damning painting of the Empress’ past life goes missing – threatening to undermine the Imperial family. Gu Qian Fan (Chen Xiao), the commander of an elite military unit, is dispatched to find the picture before it falls into the wrong hands. Meanwhile, Zhao Pan Er (Liu Yi Fei), a young woman who is on the trail of her missing fiancé, has also come to the Imperial capital in search of answers.

She has joined forces with two women whom she has saved from the jaws of despair: Song Yinzhang (Lin Yun) and Sun San Niang (Liu Yan). The latter was abandoned by her husband and barred from seeing her child, while the former was being abused by her philandering husband. The three women open a small tea house, which soon becomes the talk of the town, due to their diverse culinary, tea-making, and musical talents. Eventually, Zhao Pan Er and Gu Qian Fan’s paths cross. Although they initially mistrust one another, they start to realize that a closer relationship could be of mutual benefit. What will happen, however, when the romance begins to spark between them?

“A Dream of Splendor” is a 2022 Chinese drama series that was directed by Yang Yang.",40,https://www.viki.com/tv/38672c
Happiness,2021,Korea,9.6,172765,"['Han Hyo Joo', 'Park Hyung Sik', 'Jo Woo Jin', 'Lee Joon Hyuk (1972)', 'Park Joo Hee', 'Lee Ji Ha', 'Park Hee Bon', 'Moon Ye Won', 'Kim Young Woong', 'Cha Soon Bae', 'Joo Jong Hyuk', 'Jung Woon Sun', 'Show less']","With construction of the city’s brand new high-rise apartment building finally complete, Officer Yoon Sae Bom (Han Hyo Joo) is eager to move in. Having long dreamed of the day she could settle into her new apartment, Sae Bom is beyond thrilled to finally be able to have a place where she can comfortably escape the rigors of her job as a member of one of the city’s special police squads. With her long-time friend and fellow officer, Detective Jung Yi Hyun (Park Hyung Sik) moving in as well, Sae Bom is convinced this new home will bring her all the happiness she desires. Unfortunately, that happiness doesn’t last long.

As a new type of infectious disease slowly begins to spread throughout the building, the residents soon find themselves the object of terror and a source of city-wide panic. With no other way of containing the disease, the residents are soon cut off from everyone and everything around them as the building is sealed off from the outside world. As the world around them struggles to make sense of what is quickly morphing into a full-on apocalypse, the uninfected residents' only chance of survival rests solely in their own hands. 

Confused, isolated, and terrified, the residents have no choice but to find a way to overcome their distrust of each other, as it’s their only hope of surviving this living nightmare. But how can they do that when it seems at least one of them holds the secrets that could either save or destroy them all? 

Set in the not-so-distant future, “Happiness” is a 2021 fantasy action thriller drama directed by Ahn Gil Ho.",12,https://www.viki.com/tv/38039c
Mischievous Kiss: Love in TOKYO,2013,Japan,9.3,59293,"['Yuki Furukawa', 'Honoka Yahagi', 'Miyazaki ShuutoCameo']","A girl with average looks and poor grades sees a boy on the first day of high school and falls head-over-heels in love with him. Kotoko (Honoka Miki) admires Naoki (Yuki Furukawa), the most handsome and smartest boy in school, from afar for three years. But fate throws them together under one household when her family home is struck by a falling meteor and destroyed. During her home’s reconstruction, Kotoko’s family stays with her father’s childhood friend, who just happens to be Naoki’s father. Despite living under one roof, can Kotoko possibly get Naoki to think of her as more than just a nuisance? “Mischievous Kiss: Love in Tokyo,” also known as “Playful Kiss: Love in Tokyo,” is a 2013 Japanese drama series. This is the fifth television adaptation of the Japanese manga “Itazura Na Kiss” by Tada Kaoru, following the original Japanese series “Itazura Na Kiss” (1996), the Taiwanese series “It Started With a Kiss” (2005) and its sequel “They Kiss Again” (2007), and the Korean series “Playful Kiss” (2010).",16,https://www.viki.com/tv/22593c
The Love You Give Me,2023,China,9.5,78003,"['Wang Zi Qi', 'Wang Yu Wen', 'Leon Li', 'Ma Chun Rui', 'Chen Xin Hai', 'Jin Ze Hao', 'Jill Hsu']","Many years ago, a young woman named Min Hui (Wang Yu Wen) fell for a young man named Xin Qi (Wang Zi Qi). They dreamed of spending the rest of their lives together and had even planned to marry. But things between them became complicated, and a misunderstanding between them led them to split acrimoniously. Xin Qi suffered from a dangerous and potentially life-threatening heart condition.

Now, years later, they are reunited at a business event. Min Hui has risen to become an R&D director at a tech firm and Xin Qi has also made a name for himself in the business world. Deciding that “fate” has brought them back into contact for a reason, they start to talk. But will this lead them back down the path to romance? Or has their love ship already sailed?

This drama was based on a novel by Shi Ding Rou.

“The Love You Give Me” is a 2023 Chinese drama series that was directed by Ding Ying Zhou.",28,https://www.viki.com/tv/39764c
My Girlfriend is an Alien 2,2022,China,9.6,39241,"['Bie Thassapak Hsu', 'Wan Peng', 'Zhang Meng', 'Wang You Jun', 'Wan Yan Luo Rong']","Chai Xiao Qi (Wan Peng) is an alien woman whose craft crashed on Earth, causing Fang Leng (Bie Thassapak Hsu), a handsome but overbearing CEO to have a traffic accident. She used her alien powers to save him, but this meant that she became marooned on the planet. She also found herself irresistibly attracted to him, and eventually, the two found love. Everything was set for a happy ending, with the duo set to tie the knot. But, on the day of her wedding, as she was preparing to say “I do,” Chai Xiao Qi was taken away by Jiang Shi Yi (Wan Yan Luo Rong), a being from the same planet as Chai Xiao Qi who was previously designated as her perfect mate. Chai Xiao Qi manages to escape and tries to return to Earth. But when she does so, she travels through the wrong worm hole...

She awakes to find herself next to Fang Leng again. But there’s a complication: He doesn’t seem to have any idea who she is...because she has actually traveled back a year in time! She is still besotted with him and tries to win his heart “back,” but he seems to be utterly disinterested in her advances. She tries everything she can in order to win his attention, but he keeps pushing her away. Can Chai Xiao Qi recover her true love, or will he keep on rejecting her?

“My Girlfriend Is an Alien 2” is a 2022 Chinese drama series that was directed by Deng Ke and Gao Cong Kai.",30,https://www.viki.com/tv/38806c
Meeting You,2020,China,9.3,15203,"['Wan Peng', 'Fiction Guo', 'Jin Shi Kang', 'Li Ao', 'Zhao Zhen Yu', 'Lu Yong Zhuo']","Born a genius, Nan Xi (Fiction Guo) has never once struggled with the academic side of school. However, that doesn’t mean his time at school has been all-together easy. Living with social anxiety, Nan Xi has struggled all his life to find his place in a world that always felt too big. Often overwhelmed by the bustle of life moving around him, Nan Xi frequently retreats into himself, not because he doesn’t want friends, but because it’s just too hard for him to reach out and connect with others.

Xia Rui (Wan Peng), on the other hand, couldn't be more different. An exuberant, talkative girl, Xia Rui is the living definition of a social butterfly. Surrounded by friends, and often the center of attention, her school experience couldn’t be more different than Nan Xi’s. Though attending the same school, it was almost as if the two lived in completely different worlds. Existing side-by-side, yet total strangers, the paths of the two would never have crossed, had fate not decided to intervene. 

Once living as strangers, the two are now the best of friends. Though an unlikely pair, Nan Xi and Xia Rui have only drawn closer over the years, their friendship slowly blossoming into love. But will such polar opposites truly be able to enjoy a lifetime of happiness together?

A light-hearted tale of unlikely love, “Meeting You” is a 2020 romantic comedy drama directed by Zhan Cheng Lin.",28,https://www.viki.com/tv/37647c
Wu Lin Heroes,2023,China,9.2,8408,"['Li Hong Yi', 'Huang Ri Ying', 'Zhu Zan Jin', 'Qi Pei Xin', 'Wang Xin Qiao', 'Zhang Xin Yan']","With a kind heart and a naturally good nature, Ye Xi (Huang Ri Ying) might have been a model young lady, had it not been for her lofty dreams and idealistic aspirations. Wanting with all her heart to become one of her generation’s greatest and most heroic martial artists, Ye Xi has done everything she can to make her dreams come true. Little does she realize that the road to becoming a hero is often plagued by a never-ending string of trials and tribulations.

Completely unaware of the fact that the human heart often harbors a sinister side, Ye Xi is shocked when her efforts to help the weak are met with darkness and deceit. Used, lied to, and betrayed by those around her, Ye Xi soon finds her reputation in shambles and her life in jeopardy. Surprisingly enough, even after these relentless attacks on her character and even her life, Ye Xi refuses to give up on her belief that justice naturally inhabits the hearts of men; a belief that only grows stronger after she meets a divine doctor by the name of Bai Yue (Li Hong Yi).

With Bai Yue’s help, Ye Xi finds a way to overcome her trials, learning invaluable lessons about life, love, and the true spirit of martial arts. But will these lessons be enough to help them eradicate the scum who continue to bring harm to Ye Xi and her people?

An endearing story of life and love, “Wu Lin Heroes” is a 2023 Chinese romantic historical fantasy comedy drama directed by Zhu Dong Ning.",22,https://www.viki.com/tv/39311c
Court Lady,2021,China,9.2,11073,"['Li Yi Tong', 'Xu Kai', 'Wu Jia Yi', 'Tan Jian Ci', 'Li Ze Feng', 'Wang Yi Zhe', 'Zhang Nan', 'He Rui Xian', 'Ma Yue', 'Pu Miao', 'Liu Min', 'Lin Peng', 'Huang Xin Yao', 'Zhou Da Wei', 'Jiang Meng Jie', 'Fan Shi Qi', 'Bai Bing', 'Wang Yuan Ke', 'Jackie Li', 'Wang You Jun', 'Xu Rong Zhen', 'He Lei', 'Man Ning Xi', 'Show less']","Born into privilege as the son of one of the founding pillars of the Tang Empire, Sheng Chu Mu (Xu Kai) has never had any desire to do more than enjoy the ease of his own life. With no aspirations, no direction, and no ambition, his life was one of idleness and frivolity but all that changed, the day he first laid eyes on Fu Rou (Li Yi Tong).

The daughter of a local merchant, Fu Rou never imagined she would be one to inspire greatness in anyone, but when she meets Sheng Chu Mu for the first time, that’s exactly what happens. Instantly enamored by the far superior Fu Rou, Chu Mu is suddenly aware of his own shortcomings and vows to make himself worthy of Fu Rou’s love. Dedicating himself to his studies, Chu Mu grows in knowledge and maturity, hoping that someday he will be worthy enough to ask for Fu Rou’s hand in marriage. As time passes, he finds himself following in his father’s footsteps, volunteering to selflessly serve the country by defending the coast against a band of marauding pirates.

While Chu Mu’s journey towards greatness sets him down one path, Fu Rou sets out on another. Leaving her family to become a master weaver in the royal palace, she soon finds herself entangled in palace schemes that could put not only herself, but her entire family, in danger. Walking paths that don’t often cross, Chu Mu and Fu Rou must rely solely on their wits and skill to overcome the ever-growing number of enemies and obstacles that stand in their way. With so much opposition before them, do these two destined souls have what it takes to save their country and their love?

Based on an original screenplay by web-novelist Feng Nong, “Court Lady” is a 2021 historical adventure romance drama directed by Yu Zheng and Li Hui Zhu.",55,https://www.viki.com/tv/36555c
Exclusive Fairytale,2023,China,9.5,23643,"['Jun', 'Zhang Miao Yi', 'Xiong Ao Bo', 'Zhao Lu', 'Hao Zhu Yu', 'Cheryn Lin']","From a very young age, Ling Chao (Jun) was aware that his mother desperately wanted a daughter. What made this knowledge painful was the fact that the neighboring family had a daughter, Xiao Tu (Zhang Miao Yi), who was exactly his age. With a mother who doted more on the neighbor girl than her own son, Ling Chao decided to do everything he could to make his mother see her son’s superiority.

Refusing to be anything less than perfect, Ling Chao spent his entire childhood working hard to be the best. Always at the top of his class, Ling Chao excelled at everything he did while Xiao Tu was satisfied with doing just enough to get by. Opposites in almost every way, the only thing Ling Chao and Xiao Tu had between them was an odd friendship that teetered precariously on the border between love and hate. 

Now grown, Ling Chao has come to expect Xiao Tu will always be in his life. But when she expresses a growing interest in Yin Zi Han (Xiong Ao Bo), Ling Chao begins to feel some very unexpected pangs of jealousy. Realizing he has more than friendly feelings for his lifelong frienemy, will Ling Chao find a way to tell Xiao Tu how he feels before she drifts out of his life forever?

Adapted from the novel “Once We Come Across Love” by Yi Jin, “Exclusive Fairytale” is a 2023 Chinese romance drama directed by Gong Yu Shi.",24,https://www.viki.com/tv/40077c
Go Go Squid!,2019,China,9.6,215122,"['Li Xian', 'Yang Zi', 'Hu Yi Tian', 'Li Ming De', 'Zang Chun Xuan', 'Chen Xi Jun', 'Paul Chun', 'Yu Cheng En', 'Xu Le Xiao']","At 19, Tong Nian (Yang Zi) has the whole world at her feet. A brilliant IT programming student, with stellar grades and an equally impressive social media following built around her covers of Japanese songs, Tong Nian never has a problem meeting new people or making friends. But that all changes the day Han Shang Yan (Li Xian) walks into her life. 

A genius in his own right, Han Shang Yan is one of the world’s top professional gamers. A legend in the world of esports, Shang Yan is used to living in the spotlight but never once has he let it his position get in the way of his profession. Always working towards that next win, he has never let himself be distracted by the people around him, especially when it comes to women.

Smitten by Hang Shang Yan the moment she first lays eyes on him, Tong Nian tries to find a way to approach her new crush, but can never seem to find the words. Every attempt she makes ends up failing miserably. Cold and uninterested, Shang Yan barely even recognizes Tong Nian’s existence, or so it seems. 

Could Tong Nian’s persistence catch the eye of a man who sees no one? To Tong Nian it may seem impossible but everyone knows, anything’s possible when it comes to love.

Based on the novel “Stewed Squid with Honey” by Mo Bao Fei Bao, “Go Go Squid!” is a Viki Original 2019 romantic comedy-drama directed by Xiang Xu Jing.",41,https://www.viki.com/tv/36059c
Sweet Teeth,2021,China,9.3,20473,"['Bi Wen Jun', 'Wu Xuan Yi', 'Zhai Xiao Wen', 'Liu Te', 'Yalkun Merxat']","With a successful dental practice, a well-established teaching position at Donghu University, and looks so fine they have earned him the title of “most handsome man on campus”, Ai Jing Chu (Bi Wen Jun) is considered by many to be the “perfect” man. But not everyone on campus is wowed by Jing Chu or his accomplishments and topping that list is university librarian, Zeng Li (Wu Xuan Yi).

Having been involved in a little misunderstanding with Jing Chu in the past, Zeng Li would prefer to have nothing to do with the handsome doctor ever again. But when her mother forces her to get braces, she has no choice but to do as she’s told. Now a patient of Jing Chu, Zeng Li tries to interact with him as little as possible but it seems the harder she tries to avoid him, the more frequently their paths cross.

Tired of trying to avoid Jing Chu any longer, Zeng Li accepts her fate and soon comes to find that her dentist isn’t as bad of a guy as she once thought he was. With her heart slowly warming to Jing Chu, will she finally give him a chance to confess the feelings he’s been harboring for her all this time?

Adapted from the novel, “A Speck Amid the Dust of the World” by Mu Fu Sheng, “Sweet Teeth” is a 2021 Chinese romantic comedy drama directed by Derek Hui and Liu Han Yang.",22,https://www.viki.com/tv/38656c
Instead of Tipsy Why Not Get Drunk,2019,China,9.3,50729,"['Song Yi Ren', 'Gong Jun', 'Zhang Yu Qing', 'Dai Chao']","Lu Wei Xun (Gong Jun) is one of China’s leading wine critics. His infallible sense of taste has helped him rise to the very top of the wine industry. However, he is famously hard to please, aloof, and fiercely critical – meaning wine importers and restaurant owners live in fear of his disdain.

One day, Lu Wei Xun’s world is turned upside down – after he accidentally kisses a woman named He Bu Zui (Song Yi Ren).
 
In almost every way possible, He Bu Zui is his polar opposite: She is down-to-earth, warm-hearted, and approachable. And most importantly, she lost sensation in her tastebuds at a very young age, meaning no matter what she eats or drinks, she cannot taste a thing!

Worse still, their fleeting kiss has a magical side-effect: He Bu Zui gains the wine critic’s highly developed sense of taste, while Lu Wei Xun suddenly cannot taste anything he eats or drinks – stripping him of his wine tasting super-abilities.

As the duo attempts to resolve the mix-up or adapt to this strange new paradigm, they begin to depend on one another – and begin to develop romantic feelings…

Can He Bu Zui help Lu Wei Xun maintain his status as a wine critic extraordinaire? And can she melt his cold heart while she’s at it?

“Instead of Tipsy Why Not Get Drunk” is a 2019 Chinese drama series produced by Yan Jie.",25,https://www.viki.com/tv/36762c
The Great Show,2019,Korea,9.3,10884,"['Song Seung Heon', 'Lee Sun Bin', 'Im Joo Hwan', 'Noh Jung Ui', 'Jung Joon Won', 'Hyuk', 'Park Ha Na', 'Son Byung Ho', 'Lee Won Jong', 'Yoo Sung Joo']","An ambitious parliamentarian named Wi Dae Han (Song Seung Heon) was headed for a sparkling career as a lawmaker – until the media discovered a secret about his family, derailing his career. He was forced to step down from his seat in parliament but secretly dreams of a return to politics.
 
He senses that his wish might just come true when he meets a young woman in dire straits. She tells him that her mother – who had been single-handedly supporting a family of four children – has been killed in a traffic accident. She asks him to help care for her three young siblings.
 
Ever-opportunistic, Wi Dae Han realizes he has an opportunity on his hands. He decides to take the children in and launches a bid to gain reelection to parliament. Paying the role of a doting stepfather, he hopes to gain popularity from the electorate.
 
But can he keep up the pretense in order to win votes? Things get even more complicated for him when justice-loving current affairs TV show writer Jung Soo Hyun (Lee Sun Bin) steps back into his life. She and Wi Dae Han met at college, and he was her first love, but family pressures eventually tore them apart.
 
Will Jung Soo Hyun’s sense of justice help reform Wi Dae Han? Could they re-ignite their former romance? And will Wi Dae Han turn into the warm-hearted family man he is now only pretending to be?
 
“The Great Show” is a 2019 South Korean drama series directed by Shin Yong Hui.",16,https://www.viki.com/tv/36725c
Prime Minister and I,2013,Korea,8.9,6256,"['Ryu Jin', 'Chae Jung An', 'Yoon Shi Yoon', 'Yoona', 'Lee Beom Soo', 'Jung Ae Yun', 'Lee Young E', 'Song Min Hyung', 'Lee Han Wi']","Kwon Yul, a stickler for rules, is the youngest prime minister in the history of Korea. Da Jeong is a 20-year-old reckless girl who happens to be one of the worst paparazzi. The righteous prime minister meets Da Jeong, who is desperate to get married to him, and their turbulent romance begins. Also, Yul's family, who hasn't had a mother for a long time, may have a mother figure now! A heart-fluttering and tear-jerking love story between the two people unfolds for the sake of the father, who doesn't have many days left, and the kids, who don't have a mother.",17,https://www.viki.com/tv/21282c
Flower of Evil,2020,Korea,9.7,170345,"['Lee Joon Gi', 'Moon Chae Won', 'Seo Hyun Woo', 'Jang Hee Jin', 'Kim Ji Hoon', 'Choi Byung Mo', 'Son Jong Hak', 'Nam Gi Ae', 'Im Chul Hyung', 'Choi Dae Hoon', 'Choi Young Joon', 'Jo Kyung Sook', 'Lim Na Young', 'Kim Ki Moo', 'Han Soo Yeon', 'Show less']","On the outside, Baek Hee Sung (Lee Joon Gi) looks like the ideal husband. A hard-working craftsman, his metal-working studio has met with its fair share of success. Able to provide a good life for his wife and daughter, he’s an exemplary example of what a husband should be. But his accolades don’t stop there, as comfortable working around the house as he is working in his studio, Hee Sung can as easily fill the roles of father and husband as he can business owner and craftsman. But this perfect exterior hides some very dark secrets. Secrets he would rather his detective wife, Cha Ji Won (Moon Chae Won), never learn. 

Unfortunately, secrets have a way of coming out and as a hard-hitting homicide detective, it’s Cha Ji Won’s job to uncover as many secrets as she can, in her never-ending quest for the truth. With an insatiable curiosity and an unwavering determination to solve even the hardest cases, Ji Won lives for her work. Thriving on the excitement of unraveling mysteries and the high that comes from bringing criminals to justice, Ji Won is always searching for the next clue. 

But when Ji Won takes on a particularly cruel case, she starts down a dark path that could crumble the very foundations of her happy life. Determined to bring this evil psychopath to justice she dives ever deeper into this case, only to find that the criminal she’s been chasing may have been standing next to her all along.

A suspenseful game of cat and mouse, “Flower of Evil” is a 2020 crime thriller drama directed by Kim Cheol Kyu.",16,https://www.viki.com/tv/37073c
My Love Eun Dong,2015,Korea,9.4,26673,"['Joo Jin Mo', 'Yoon So Hee', 'Jinyoung (GOT7)', 'Kim Sa Rang', 'Baek Sung Hyun', 'Kim Yoo Ri', 'Kim Tae Hoon', 'Jang Ki Yong', 'Joo Min Kyung', 'Nam Kyung Eup']","A major star has achieved the success he has always wanted and wants to fill the emptiness he has had in his heart for the past 20 years.

In 1995, Park Hyun Soo (Jinyoung [GOT7]) is an energetic 17-year-old boy when he meets 13-year-old Ji Eun Dong (Lee Ja In), an orphan who still has a positive outlook on life. Hyun Soo’s heart is awakened by Eun Dong but she suddenly disappears before he could really get to know her.

In 2005, Hyun Soo now goes by the stage name Ji Eun Ho (Baek Sung Hyun) and aspires to become an actor. When he bumps into Eun Dong (Yoon So Hee) again after 10 years, the two fall deeply in love. But again without warning, Eun Dong disappears without a trace.

In 2015, Eun Ho (Joo Jin Mo) is now a top actor who has the fame and wealth he has always wanted. But what he doesn’t have is the love of his life to share his success with. So Eun Ho decides to write an autobiography that details his love for Eun Dong over the past 20 years in the hopes of locating her.

He hires a ghostwriter, Seo Jung Eun (Kim Sa Rang), to help him write the book. After he dictates his stories of Eun Dong, he sends them to Jung Eun to transcribe and incorporate into his book. But why do these stories sound vaguely familiar to Jung Eun?

“My Love Eun Dong” is a 2015 South Korean drama series directed by Lee Tae Gon.",16,https://www.viki.com/tv/27377c
Delivery Man,2023,Korea,9.3,9844,"['Yoon Chan Young', 'Minah', 'Kim Min Seok', 'Kim Jin Woo', 'Choi Tae Hwan', 'Kim Seung Soo']","Seo Young Min (Yoon Chan Young) is a meticulous, intelligent young man whose life has been rocked by the death of his taxi-driving mother. Her early demise has left him as the sole carer of his ailing grandmother. He is left with no choice other than to start driving the taxi she left him in a bid to raise the money he needs to make ends meet. This proves to be a difficult task, and leads him to calculate the relative cost of making a u-turn while driving, or using the brake! Aware that a misstep could cause him to lose the house he and his grandmother live in, Seo Young Min resolves to do his best.

But things get bizarre when a young female ghost named Kang Ji Hyun (Minah) somehow becomes a passenger in his taxi! Kang Ji Hyun is suffering from amnesia and cannot remember why or how she died. But the unlikely duo slowly form a bond. And they also hatch a plan – what if they created a taxi service exclusively for ghosts? With this new otherworldly connection, Seo Young Min attempts to cater to a whole new, ghoulish selection of passengers. But could this business relationship eventually lead the partners to love? And can ghosts and mortals fall in love with one another?

“Delivery Man” is a 2023 South Korean drama series that was directed by Kang Sol.",12,https://www.viki.com/tv/39512c
GO Into Your Heart,2021,China,9.2,9273,"['Landy Li', 'Han Jiu Nuo', 'Niu Jun Feng', 'Zhu Jia Qi', 'Qin Tian Yu', 'Cao Bo']","Sheng Jing Chu (Niu Jun Feng) is a rising star in the world of professional Go. Few can match his skills on the board, but he is famously quiet, reserved, and media-shy – despite plenty of public interest. For him, the whole world is black and white, like the colors of the pieces on the Go board. But when he encounters a young trainee reporter named Cheng Liao (Landy Li), his world turns upside down. When he looks at her, he can finally see in color. The media gets the wrong end of the stick, however, and reports begin to emerge stating that she is his girlfriend. The duo decides to keep up the pretense, stating that they indeed are a couple.

But when Sheng Jing Chu suffers a shock Go loss, his mentor says he wants no more to do with him. Sheng Jing Chu is despondent and believes he has lost his knack for the sport. But in the meantime, his relationship with Cheng Liao is becoming deeper, while she is also developing feelings for him. But when she discovers his color blindness is the reason he first became drawn to her, Cheng Liao is unsure about his true feelings for her. Is she just a pawn in his game, or will it be checkmate for love?

“GO Into Your Heart” is a 2021 Chinese drama series that was directed by Kuk Kok Leung and Liu Chang.",41,https://www.viki.com/tv/38062c
The End Of The World With You,2023,Japan,8.9,20540,"['Seto Toshiki', 'Nakata Keisuke', 'Yuui Ryoko', 'Funaki Sachi', 'Iida Kisuke', 'Tomimoto Sousyo']","The world is thrown into chaos when the public learns that in just ten days’ time, a massive meteorite will hit the Earth, likely wiping out the entire human race. This horrific news has sent a young man working in a dead-end office job named Masumi Nishina (Seto Toshiki) into shock. But he soon makes peace with his destiny and decides to return to his college library, where he intends to read books in a tranquil setting while he waits for the end to come.

But this decision proves to be a major mistake – as it is here he is reunited with the man who ruthlessly broke his heart: Ritsu Kusakabe (NakataKeisuke). Back in college, they were both in the same publishing club, but parted ways bitterly. Masumi Nishina had hoped he would never have to set eyes upon Ritsu Kusakabe again, so cruel was the latter’s rejection, while Ritsu Kusakabe went on to become an IT hotshot. But with the clock ticking and just days remaining until the world comes to an end, they start to wonder if they should perhaps reignite their romance...and fill the remainder of their lives with passion.

This drama was based on a hit manga series of the same name by Marukido Maki.

“The End Of The World With You” is a 2023 Japanese BL drama series that was directed by Koichiro Miki and Hiroshi Mori.",8,https://www.viki.com/tv/39229c
Devilish Joy,2018,Korea,9.5,51625,"['Choi Jin Hyuk', 'Song Ha Yoon', 'Lee Ho Won', 'Lee Joo Yeon', 'Kim Min Sang (1968)']","A highly respected and brilliant doctor, Gong Ma Sung (Choi Jin Hyuk), gets into a car accident, and as a result suffers from a memory loss disorder that causes his memories to disappear every night after twelve o'clock. He wakes up every day with no recollection of the past, so every morning he reads back and memorizes his notes of all the events that happened the day before. Then one day, he meets Joo Gi Bbeum (Song Ha Yoon), a once-popular star, and they fall in love with each other. How will he keep their relationship if he forgets everything the next day?",16,https://www.viki.com/tv/35734c
